T 0 3 1  -1.930983e+02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1
T 0 0 0   2.365578e-03  6.712662e-04 -4.107531e-03  3.387367e-03  7.495116e-03  0.000000e+00  0.000000e+00  5
T 1 0 0  -2.342627e+00  6.243902e-01 -1.320625e-02 -2.857178e-01  0.000000e+00  0.000000e+00  0.000000e+00  4
T 2 0 0  -6.060521e+00  2.941047e+00  3.130442e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  3
T 3 0 0   2.095983e+02 -2.931077e+02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  2
P 0 0 1  -6.349742e-01 -9.179574e-02  2.726330e-01 -3.012042e-01  0.000000e+00  0.000000e+00  0.000000e+00  4
P 0 1 0  -3.131681e-01  3.222635e-01 -8.264509e-02  1.388376e-01  0.000000e+00  0.000000e+00  0.000000e+00  4
P 1 0 1   5.265202e+00 -1.559676e+00  5.205668e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  3
P 1 1 0   2.881608e+00  8.339566e-01 -1.033272e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  3
P 2 0 1  -2.205783e+01 -1.491717e+02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  2
P 2 1 0  -9.520464e+01  4.277093e+01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  2
P 3 0 1  -4.426849e+02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1
P 0 0 3   1.027602e+01 -3.478313e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  2
P 0 1 2  -5.603017e+00  3.983204e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  2
P 0 2 1   1.430900e+00 -1.840898e+01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  2
P 0 3 0  -1.462896e+01 -2.510029e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  2
P 1 0 3  -3.147926e+02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1
P 1 1 2  -4.598297e+02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1
P 1 2 1  -4.033139e+02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1
P 1 3 0  -3.422772e+02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1
P 0 0 0  -6.493118e-04  4.305062e-04 -3.502025e-03 -2.393352e-03  0.000000e+00  0.000000e+00  0.000000e+00  4
P 1 0 0  -4.762837e-02  5.974944e-03  1.107565e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  3
P 2 0 0  -1.928176e-01  9.898302e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  2
P 3 0 0  -4.174132e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1
Y 0 0 1   7.304013e-01 -1.217147e+00 -5.858431e-01  1.222770e-01  0.000000e+00  0.000000e+00  0.000000e+00  4
Y 0 1 0  -1.195587e+00 -7.328624e-01  1.538068e-01  1.787300e-03  0.000000e+00  0.000000e+00  0.000000e+00  4
Y 1 0 1   2.261980e-01 -6.543835e+00 -4.882990e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  3
Y 1 1 0  -1.191881e+01 -1.385303e+00  4.752036e-01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  3
Y 2 0 1   4.036547e+02  2.527356e+02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  2
Y 2 1 0   3.088977e+02 -1.549427e+02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  2
Y 0 0 2  -1.946635e-01 -2.255778e-01  6.509445e-01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  3
Y 0 2 0  -3.340974e-01 -1.309203e-01  2.211436e-01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  3
Y 0 1 1  -1.636375e-01 -6.396667e-01 -1.140219e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  3
Y 1 2 0  -6.056139e+00  2.992967e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  2
Y 1 0 2   1.038704e+01 -6.452233e-01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  2
Y 1 1 1   1.403361e-01 -1.304987e+01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  2
Y 2 2 0  -1.028109e+02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1
Y 0 4 0   2.720004e+01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1
Y 0 3 1  -5.520495e+01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1
Y 0 2 2  -5.682316e+01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1
Y 0 1 3   8.659118e+01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1
Y 0 0 4   2.326691e+02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1
Y 0 1 2   1.116354e+01  2.476176e+01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  2
Y 0 2 1   3.880451e+01  3.151690e+01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  2
Y 0 3 0   2.867672e+01 -2.130670e+01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  2
Y 0 0 3   2.121480e+01  2.826007e+01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  2
Y 1 0 3   2.254839e+02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1
Y 0 0 0   6.373767e-04  1.021902e-03  4.765914e-03 -5.153614e-03  3.052487e-04  0.000000e+00  0.000000e+00  5
Y 1 0 0  -3.885441e-02  1.798234e-03  2.601101e-03 -1.109140e-01  0.000000e+00  0.000000e+00  0.000000e+00  4
Y 2 0 0  -4.750308e-01 -8.035580e-01  2.863538e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  3
Y 3 0 0   5.392618e+01  6.003218e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  2
Y 4 0 0  -8.274666e+01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  1
